league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_scraped_at
FRA-Ligue 1,2526,Marseille,Quinten Timber,NED,MF,24,2001,12.3,0,10,2,20.0,0.81,0.16,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Robinio Vaz,FRA,FW,18,2007,4.2,4,8,6,75.0,1.9,1.42,0.5,0.67,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Tadjidine Mmadi,FRA,FW,18,2007,0.5,0,2,0,0.0,4.0,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Timothy Weah,USA,"MF,DF",25,2000,25.0,2,29,10,34.5,1.16,0.4,0.07,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Tochukwu Nnadi,NGA,"MF,DF",22,2003,3.9,0,4,1,25.0,1.03,0.26,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Ugo Lamare,FRA,FW,18,2007,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Marseille,Ulisses Garcia,SUI,"MF,DF",29,1996,2.3,0,2,1,50.0,0.85,0.43,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Alpha Touré,SEN,MF,19,2006,17.8,0,17,1,5.9,0.95,0.06,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Believe Munongo,FRA,MF,15,2009,4.8,0,5,1,20.0,1.04,0.21,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Benjamin Stambouli,FRA,MF,34,1990,10.7,0,6,1,16.7,0.56,0.09,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Boubacar Traoré,MLI,MF,23,2001,15.4,1,19,3,15.8,1.23,0.19,0.05,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Bouna Sarr,SEN,"MF,DF",33,1992,9.9,0,15,3,20.0,1.51,0.3,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Brian Madjo,LUX,FW,16,2009,1.7,0,3,1,33.3,1.72,0.57,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Cheikh Tidiane Sabaly,SEN,"MF,FW",26,1999,10.7,0,8,4,50.0,0.74,0.37,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Cléo Melieres,FRA,FW,20,2005,0.3,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Fodé Ballo-Touré,SEN,"DF,MF",28,1997,9.3,0,5,1,20.0,0.54,0.11,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Gauthier Hein,FRA,"MF,FW",28,1996,26.1,8,44,13,29.5,1.68,0.5,0.07,0.23,5,5,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Giorgi Abuashvili,GEO,"MF,FW",22,2003,7.8,2,23,9,39.1,2.97,1.16,0.09,0.22,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Giorgi Kvilitaia,GEO,FW,31,1993,5.5,2,12,7,58.3,2.18,1.27,0.17,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Habib Diallo,SEN,FW,30,1995,21.2,4,38,12,31.6,1.79,0.57,0.11,0.33,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Heorhii Tsitaishvili,GEO,"MF,DF",24,2000,27.2,3,31,8,25.8,1.14,0.29,0.1,0.38,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Ibou Sané,SEN,"FW,MF",20,2005,6.0,1,6,3,50.0,1.0,0.5,0.17,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Idrissa Guèye,SEN,FW,18,2006,1.5,0,2,0,0.0,1.36,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Ismaël Guerti,FRA,FW,21,2004,0.3,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Jahyann Pandore,FRA,MF,17,2007,1.0,1,2,1,50.0,2.05,1.02,0.5,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Jean-Philippe Gbamin,CIV,"DF,MF",29,1995,27.6,1,14,7,50.0,0.51,0.25,0.07,0.14,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Jessy Deminguet,FRA,MF,27,1998,22.2,2,17,7,41.2,0.77,0.32,0.12,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Joel Asoro,SWE,FW,26,1999,2.5,0,4,1,25.0,1.59,0.4,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Jonathan Fischer,DEN,GK,23,2001,26.2,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Joseph Nduquidi,FRA,MF,20,2004,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Koffi Kouao,CIV,"DF,MF",27,1998,25.2,2,23,10,43.5,0.91,0.4,0.09,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Lucas Michal,FRA,MF,20,2005,2.4,0,7,2,28.6,2.97,0.85,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Malick Mbaye,SEN,MF,21,2004,3.3,0,2,1,50.0,0.6,0.3,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Maxime Colin,FRA,DF,33,1991,18.8,0,7,2,28.6,0.37,0.11,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Michel Mboula,GAB,"DF,MF",22,2003,8.3,0,2,1,50.0,0.24,0.12,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Morgan Bokelé Mputu,CMR,MF,21,2004,2.5,0,3,1,33.3,1.19,0.4,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Nathan Mbala,,"MF,FW",17,2008,4.9,2,15,4,26.7,3.06,0.82,0.13,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Pape Mamadou Sy,SEN,GK,28,1997,7.8,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Sadibou Sané,SEN,DF,21,2004,21.6,2,6,2,33.3,0.28,0.09,0.33,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Metz,Terry Yegbe,GHA,DF,24,2001,21.8,0,6,2,33.3,0.28,0.09,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Aladji Bamba,FRA,MF,19,2006,9.1,0,2,1,50.0,0.22,0.11,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Aleksandr Golovin,RUS,MF,29,1996,18.3,5,34,18,52.9,1.86,0.98,0.15,0.28,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Ansu Fati,ESP,"MF,FW",22,2002,12.1,11,43,24,55.8,3.54,1.98,0.19,0.33,3,4,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Caio Henrique,BRA,"DF,MF",28,1997,17.1,0,2,0,0.0,0.12,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Christian Mawissa,FRA,"DF,MF",20,2005,13.2,0,2,1,50.0,0.15,0.08,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Denis Zakaria,SUI,"DF,MF",28,1996,22.6,2,18,3,16.7,0.8,0.13,0.11,0.67,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Eliesse Ben Seghir,MAR,MF,20,2005,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Eric Dier,ENG,DF,31,1994,7.6,1,3,2,66.7,0.39,0.26,0.33,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Folarin Balogun,USA,FW,24,2001,24.8,13,77,32,41.6,3.11,1.29,0.13,0.31,3,3,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,George Ilenikhena,NGA,FW,18,2006,4.3,2,15,7,46.7,3.51,1.64,0.13,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Ilane Touré,FRA,MF,18,2006,0.4,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Jordan Teze,NED,"MF,DF",25,1999,27.7,1,14,5,35.7,0.51,0.18,0.07,0.2,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Kassoum Ouattara,FRA,"MF,DF",20,2004,10.7,0,12,0,0.0,1.12,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Krépin Diatta,SEN,"MF,DF",26,1999,11.3,0,7,1,14.3,0.62,0.09,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Lamine Camara,SEN,MF,21,2004,20.5,3,25,4,16.0,1.22,0.19,0.12,0.75,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Lucas Michal,FRA,FW,20,2005,0.7,0,1,0,0.0,1.53,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Lukáš Hrádecký,FIN,GK,35,1989,16.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Maghnes Akliouche,FRA,"MF,FW",23,2002,26.7,6,48,19,39.6,1.8,0.71,0.13,0.32,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Mamadou Coulibaly,FRA,MF,21,2004,15.3,3,13,5,38.5,0.85,0.33,0.23,0.6,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Mika Biereth,DEN,FW,22,2003,11.9,2,19,7,36.8,1.59,0.59,0.11,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Mohammed Salisu,GHA,DF,26,1999,12.0,1,8,2,25.0,0.67,0.17,0.13,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Pape Cabral,FRA,MF,18,2007,0.9,0,3,2,66.7,3.51,2.34,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Paris Brunner,GER,FW,19,2006,1.5,0,4,1,25.0,2.73,0.68,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Paul Pogba,FRA,MF,32,1993,1.3,0,2,0,0.0,1.51,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Philipp Köhn,SUI,GK,27,1998,18.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Samuel Nibombé,BEL,DF,17,2007,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Simon Adingra,CIV,"MF,FW",23,2002,9.5,3,22,6,27.3,2.32,0.63,0.14,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Stanis Idumbo,BEL,MF,20,2005,1.9,1,6,2,33.3,3.16,1.05,0.17,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Takumi Minamino,JPN,MF,30,1995,10.5,3,21,7,33.3,2.0,0.67,0.14,0.43,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Thilo Kehrer,GER,DF,28,1996,26.1,0,16,1,6.3,0.61,0.04,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Vanderson,BRA,"DF,MF",24,2001,6.8,0,3,0,0.0,0.44,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Monaco,Wout Faes,BEL,DF,27,1998,12.7,0,5,1,20.0,0.39,0.08,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Abakar Sylla,CIV,DF,22,2002,0.7,0,2,0,0.0,2.77,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Ali Yousuf,LBY,DF,24,2001,10.8,0,6,1,16.7,0.56,0.09,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Amady Camara,MLI,FW,20,2005,1.9,0,6,0,0.0,3.16,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Anthony Lopes,POR,GK,34,1990,31.0,0,2,0,0.0,0.06,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Bahereba Guirassy,FRA,"FW,MF",18,2006,9.1,2,15,7,46.7,1.64,0.77,0.13,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Bahmed Deuff,MTN,MF,19,2006,2.8,0,7,3,42.9,2.52,1.08,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Chidozie Awaziem,NGA,DF,28,1997,24.8,1,11,4,36.4,0.44,0.16,0.09,0.25,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Dehmaine Assoumani,FRA,MF,20,2005,14.2,1,29,7,24.1,2.05,0.49,0.03,0.14,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Deiver Machado,COL,"DF,MF",31,1993,10.1,0,7,1,14.3,0.69,0.1,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Fabien Centonze,FRA,"MF,DF",29,1996,8.2,3,8,3,37.5,0.98,0.37,0.38,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Francis Coquelin,FRA,MF,34,1991,7.3,0,6,1,16.7,0.82,0.14,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Frederic Guilbert,FRA,"DF,MF",30,1994,6.7,0,7,2,28.6,1.04,0.3,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Hong Hyunseok,KOR,MF,26,1999,3.2,0,4,2,50.0,1.27,0.63,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Ibrahima Sissoko,MLI,"MF,DF",27,1997,8.9,0,6,0,0.0,0.67,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Ignatius Ganago,CMR,FW,26,1999,9.3,3,23,7,30.4,2.47,0.75,0.09,0.29,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Johann Lepenant,FRA,MF,22,2002,24.1,0,22,7,31.8,0.91,0.29,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Junior Mwanga,FRA,MF,22,2003,14.0,1,9,3,33.3,0.64,0.21,0.11,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Kelvin Amian,FRA,DF,27,1998,21.8,0,10,2,20.0,0.46,0.09,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Kwon Hyeokkyu,KOR,MF,24,2001,8.4,0,3,0,0.0,0.36,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Louis Leroux,FRA,"MF,DF",19,2006,16.0,1,15,3,20.0,0.94,0.19,0.07,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Mathieu Acapandié,MAD,"DF,MF",20,2004,2.9,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Matthis Abline,FRA,"FW,MF",22,2003,27.7,6,84,22,26.2,3.03,0.79,0.07,0.27,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Mayckel Lahdo,SWE,"FW,MF",22,2002,4.6,1,3,1,33.3,0.65,0.22,0.33,1.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Mohamed Kaba,GUI,MF,23,2001,10.2,0,11,6,54.5,1.08,0.59,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Mostafa Mohamed,EGY,FW,27,1997,12.8,4,35,8,22.9,2.73,0.62,0.11,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Nicolas Cozza,FRA,DF,26,1999,25.6,0,11,3,27.3,0.43,0.12,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Patrik Carlgren,SWE,GK,33,1992,2.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Rémy Cabella,FRA,"MF,FW",35,1990,6.4,2,9,5,55.6,1.42,0.79,0.11,0.2,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Sékou Doucoure,FRA,DF,20,2005,0.5,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Tylel Tati,FRA,DF,17,2008,19.1,0,3,0,0.0,0.16,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Uroš Radaković,SRB,DF,31,1994,1.1,0,1,0,0.0,0.89,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Yassine Benhattab,FRA,"MF,FW",22,2002,5.3,0,4,1,25.0,0.75,0.19,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nantes,Youssef El-Arabi,MAR,FW,38,1987,10.5,3,15,9,60.0,1.43,0.86,0.2,0.33,0,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Abdulai Juma Bah,SLE,DF,19,2006,21.8,0,7,2,28.6,0.32,0.09,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Ali Abdi,TUN,"MF,DF",31,1993,13.2,3,16,4,25.0,1.21,0.3,0.19,0.75,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Antoine Mendy,SEN,DF,21,2004,23.3,1,17,7,41.2,0.73,0.3,0.06,0.14,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Badredine Bouanani,ALG,MF,20,2004,1.0,0,1,0,0.0,0.97,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Bernard Nguene,CMR,FW,18,2006,1.5,0,3,0,0.0,1.96,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Bilal Brahimi,ALG,"FW,MF",25,2000,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Brad Mantsounga,CGO,DF,17,2007,1.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Charles Vanhoutte,BEL,MF,26,1998,19.7,0,5,1,20.0,0.25,0.05,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Dante,BRA,DF,41,1983,9.4,0,7,1,14.3,0.74,0.11,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Djibril Coulibaly,FRA,MF,16,2008,0.1,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Elye Wahi,CIV,FW,22,2003,10.2,5,23,15,65.2,2.25,1.46,0.17,0.27,1,1,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Everton Pereira,FRA,MF,18,2007,1.5,0,2,0,0.0,1.33,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Gabin Bernardeau,FRA,MF,19,2006,1.1,0,3,1,33.3,2.84,0.95,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Hamza Koutoune,MAR,DF,18,2006,0.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Hicham Boudaoui,ALG,MF,25,1999,18.8,1,21,9,42.9,1.12,0.48,0.05,0.11,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Isak Jansson,SWE,"FW,MF",23,2002,7.2,1,17,11,64.7,2.38,1.54,0.06,0.09,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Jeremie Boga,CIV,"MF,FW",28,1997,7.2,2,15,5,33.3,2.09,0.7,0.13,0.4,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Jonathan Clauss,FRA,"MF,DF",32,1992,28.1,1,23,6,26.1,0.82,0.21,0.04,0.17,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Kaïl Boudache,FRA,"MF,FW",19,2006,5.9,1,13,2,15.4,2.2,0.34,0.08,0.5,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Kevin Carlos,ESP,FW,24,2001,9.8,0,22,7,31.8,2.25,0.72,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Kojo Peprah Oppong,GHA,DF,21,2004,26.9,1,10,3,30.0,0.37,0.11,0.1,0.33,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Maxime Dupé,FRA,GK,32,1993,8.0,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Melvin Bard,FRA,"DF,MF",24,2000,26.6,2,15,5,33.3,0.56,0.19,0.13,0.4,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Mohamed Ali Cho,FRA,"FW,MF",21,2004,18.5,4,32,14,43.8,1.73,0.76,0.13,0.29,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Morgan Sanson,FRA,MF,30,1994,19.7,0,19,4,21.1,0.97,0.2,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Moïse Bombito,CAN,DF,25,2000,1.6,0,0,0,,0.0,0.0,,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Pablo Rosario,DOM,"DF,MF",28,1997,0.3,0,2,1,50.0,6.43,3.21,0.0,0.0,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
FRA-Ligue 1,2526,Nice,Salis Abdul Samed,GHA,MF,25,2000,10.1,0,1,0,0.0,0.1,0.0,0.0,,0,0,FRA,2025-2026,shooting,2026-08-08T22:21:55.522487
