league,season,team,player,nation,pos,age,born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,_league_id,_season,_stat_type,_source,_scraped_at
ESP-La Liga,2324,Barcelona,Frenkie de Jong,NED,MF,26,1997,18.2,2,7,4,57.1,0.39,0.22,0.29,0.5,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Gavi,ESP,"MF,FW",18,2004,10.5,1,10,5,50.0,0.95,0.48,0.1,0.2,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Héctor Fort,ESP,DF,16,2006,3.5,0,1,0,0.0,0.28,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Iñaki Peña,ESP,GK,24,1999,10.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Iñigo Martínez,ESP,DF,32,1991,14.4,0,8,1,12.5,0.56,0.07,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,João Cancelo,POR,DF,29,1994,27.8,2,31,10,32.3,1.11,0.36,0.06,0.2,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,João Félix,POR,FW,23,1999,17.1,7,61,25,41.0,3.56,1.46,0.11,0.28,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Jules Koundé,FRA,DF,24,1998,32.2,1,24,7,29.2,0.75,0.22,0.04,0.14,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Lamine Yamal,ESP,"FW,MF",16,2007,24.5,5,58,21,36.2,2.37,0.86,0.09,0.24,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Marc Casado,ESP,MF,19,2003,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Marc Guiu,ESP,FW,17,2006,0.8,1,4,1,25.0,4.86,1.22,0.25,1.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Marc-André ter Stegen,GER,GK,31,1992,28.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Marcos Alonso,ESP,DF,32,1990,2.8,0,3,2,66.7,1.07,0.71,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Oriol Romeu,ESP,MF,31,1991,10.4,0,10,2,20.0,0.96,0.19,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Pau Cubarsí,ESP,DF,16,2007,17.3,0,3,0,0.0,0.17,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Pedri,ESP,"MF,FW",20,2002,16.4,4,15,7,46.7,0.91,0.43,0.27,0.57,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Raphinha,BRA,"FW,MF",26,1996,15.2,6,59,22,37.3,3.88,1.45,0.08,0.23,1,1,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Robert Lewandowski,POL,FW,34,1988,30.6,19,93,43,46.2,3.04,1.41,0.16,0.35,4,4,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Ronald Araújo,URU,DF,24,1999,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Sergi Roberto,ESP,"MF,DF",31,1992,9.6,3,10,4,40.0,1.05,0.42,0.3,0.75,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,Vitor Roque,BRA,FW,18,2005,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Barcelona,İlkay Gündoğan,GER,MF,32,1990,33.3,5,43,17,39.5,1.29,0.51,0.09,0.24,1,2,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Anastasios Douvikas,GRE,FW,23,1999,10.1,7,26,15,57.7,2.59,1.49,0.27,0.47,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Carl Starfelt,SWE,DF,28,1995,24.6,1,12,5,41.7,0.49,0.2,0.08,0.2,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Carles Pérez,ESP,MF,25,1998,8.6,1,24,6,25.0,2.8,0.7,0.04,0.17,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Carlos Dominguez,ESP,DF,22,2001,17.6,0,5,0,0.0,0.28,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Carlos Dotor,ESP,MF,22,2001,7.9,0,4,0,0.0,0.51,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Damián Rodríguez,ESP,MF,20,2003,2.9,0,1,0,0.0,0.35,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Fran Beltrán,ESP,MF,24,1999,27.0,0,21,3,14.3,0.78,0.11,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Franco Cervi,ARG,"MF,DF",29,1994,6.1,0,9,1,11.1,1.48,0.16,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Gabriel Veiga,ESP,MF,21,2002,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Hugo Sotelo,ESP,MF,19,2003,8.0,0,8,1,12.5,1.0,0.12,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Hugo Álvarez,ESP,"MF,FW",20,2003,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Iago Aspas,ESP,FW,35,1987,30.1,9,78,28,35.9,2.59,0.93,0.08,0.21,3,5,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Iván Villar,ESP,GK,26,1997,11.3,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",27,1995,10.0,0,5,3,60.0,0.5,0.3,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Javi Rueda,ESP,"DF,MF",21,2002,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Javier Manquillo,ESP,"DF,MF",29,1994,8.3,0,1,0,0.0,0.12,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27,1996,22.0,3,41,16,39.0,1.86,0.73,0.07,0.19,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Joseph Aidoo,GHA,DF,27,1995,4.5,0,3,0,0.0,0.66,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Jørgen Strand Larsen,NOR,FW,23,2000,31.8,13,82,35,42.7,2.58,1.1,0.16,0.37,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Kevin Vázquez,ESP,DF,30,1993,7.8,0,2,1,50.0,0.26,0.13,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Luca de la Torre,USA,MF,25,1998,21.7,1,24,8,33.3,1.1,0.37,0.04,0.13,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Manu Sánchez,ESP,"DF,MF",22,2000,19.7,0,9,2,22.2,0.46,0.1,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Miguel Rodríguez,ESP,MF,20,2003,3.3,0,6,0,0.0,1.8,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",27,1995,9.0,0,10,4,40.0,1.11,0.45,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Renato Tapia,PER,"MF,DF",28,1995,14.9,0,19,1,5.3,1.28,0.07,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Tadeo Allende,ARG,MF,24,1999,3.7,1,8,2,25.0,2.14,0.54,0.13,0.5,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Unai Núñez,ESP,DF,26,1997,31.1,1,22,5,22.7,0.71,0.16,0.05,0.2,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Vicente Guaita,ESP,GK,36,1987,26.7,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Williot Swedberg,SWE,FW,19,2004,4.9,5,12,6,50.0,2.46,1.23,0.42,0.83,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Yoel Lago,ESP,DF,19,2004,1.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24,1999,33.3,2,28,13,46.4,0.84,0.39,0.07,0.15,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Aiham Ousou,SYR,DF,23,2000,4.8,0,2,0,0.0,0.42,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Borja Vázquez,ESP,FW,18,2005,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Brian Ocampo,URU,MF,24,1999,2.8,1,5,2,40.0,1.81,0.73,0.2,0.5,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Chris Ramos,ESP,FW,26,1997,29.0,5,76,27,35.5,2.62,0.93,0.07,0.19,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Darwin Machís,VEN,MF,30,1993,8.7,4,21,10,47.6,2.41,1.15,0.14,0.3,1,1,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,David Gil,ESP,GK,29,1994,4.1,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Diadie Samassékou,MLI,MF,27,1996,1.0,0,1,1,100.0,0.98,0.98,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Fali,ESP,DF,29,1993,28.3,0,11,3,27.3,0.39,0.11,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Fede San Emeterio,ESP,MF,26,1997,1.7,1,1,1,100.0,0.59,0.59,1.0,1.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Gonzalo Escalante,ARG,MF,30,1993,18.9,1,14,3,21.4,0.74,0.16,0.07,0.33,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Isaac Carcelen,ESP,DF,30,1993,29.0,0,10,3,30.0,0.34,0.1,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Iván Alejo,ESP,MF,28,1995,18.8,0,11,2,18.2,0.59,0.11,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Javi Hernández,ESP,DF,25,1998,27.9,1,30,8,26.7,1.07,0.29,0.03,0.13,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,30,1993,33.9,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Jorge Meré,ESP,DF,26,1997,7.5,0,4,1,25.0,0.53,0.13,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Joseba Zaldúa,ESP,"DF,MF",31,1992,7.8,0,1,0,0.0,0.13,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,José Mari,ESP,MF,35,1987,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Juanmi,ESP,FW,30,1993,9.7,3,14,7,50.0,1.44,0.72,0.21,0.43,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Karl Etta Eyong,CMR,FW,19,2003,0.2,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Lucas,BRA,DF,22,2001,17.1,1,11,4,36.4,0.64,0.23,0.09,0.25,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Luis Hernández,ESP,DF,34,1989,8.0,1,1,1,100.0,0.12,0.12,1.0,1.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Mamadou Mbaye,SEN,DF,25,1998,3.2,0,2,1,50.0,0.62,0.31,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Maxi Gómez,URU,FW,26,1996,12.9,0,16,6,37.5,1.24,0.46,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Milutin Osmajić,MNE,FW,24,1999,0.1,0,2,0,0.0,36.0,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Moussa Diakité,MLI,MF,19,2003,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Roberto Navarro,ESP,MF,21,2002,21.0,1,30,9,30.0,1.43,0.43,0.03,0.11,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Roger Martí,ESP,FW,32,1991,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Rominigue Kouamé,MLI,MF,26,1996,9.1,0,5,0,0.0,0.55,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Rubén Alcaraz,ESP,MF,32,1991,34.8,3,48,12,25.0,1.38,0.34,0.02,0.08,2,2,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Rubén Sobrino,ESP,"MF,FW",31,1992,18.3,0,21,3,14.3,1.15,0.16,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Sergi Guardiola,ESP,FW,32,1991,5.5,1,14,5,35.7,2.55,0.91,0.07,0.2,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Víctor Chust,ESP,DF,23,2000,20.7,0,4,0,0.0,0.19,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Álex Fernández,ESP,MF,30,1992,14.3,0,7,1,14.3,0.49,0.07,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Cádiz,Álvaro Negredo,ESP,FW,37,1985,0.6,0,3,1,33.3,5.0,1.67,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Alberto Risco,ESP,MF,17,2005,1.5,0,2,1,50.0,1.31,0.66,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Anthony Lozano,HON,FW,30,1993,1.0,0,4,0,0.0,3.91,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Borja Mayoral,ESP,FW,26,1997,23.9,15,47,27,57.4,1.96,1.13,0.23,0.41,4,4,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Carles Aleñá,ESP,MF,25,1998,11.3,1,16,5,31.3,1.41,0.44,0.06,0.2,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Carmona,ESP,"MF,DF",21,2002,14.6,1,12,3,25.0,0.82,0.21,0.08,0.33,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Damián Suárez,URU,DF,35,1988,14.4,0,4,1,25.0,0.28,0.07,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Daniel Fuzato,BRA,GK,26,1997,0.1,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,David Soria,ESP,GK,30,1993,37.9,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Diego Rico,ESP,DF,30,1993,28.2,0,18,5,27.8,0.64,0.18,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Djené,TOG,"DF,MF",31,1991,27.6,0,6,1,16.7,0.22,0.04,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Domingos Duarte,POR,DF,28,1995,10.1,0,1,0,0.0,0.1,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Enes Ünal,TUR,FW,26,1997,1.6,0,1,0,0.0,0.64,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Fabrizio Angileri,ARG,DF,29,1994,1.8,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Gastón Álvarez,URU,DF,23,2000,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Gorka Rivera Alonso,ESP,DF,18,2004,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Iglesias,ESP,"DF,MF",25,1998,15.7,0,15,6,40.0,0.96,0.38,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Ilaix Moriba,GUI,MF,20,2003,6.7,0,4,1,25.0,0.6,0.15,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Jaime Mata,ESP,"FW,MF",34,1988,19.9,5,33,13,39.4,1.66,0.65,0.15,0.38,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Jeremy Jorge,ESP,FW,20,2003,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Jordi,ESP,MF,22,2001,6.4,0,7,3,42.9,1.1,0.47,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Juanmi Latasa,ESP,FW,22,2001,17.3,2,44,15,34.1,2.55,0.87,0.05,0.13,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Luis Milla,ESP,MF,28,1994,23.5,0,16,5,31.3,0.68,0.21,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Mason Greenwood,ENG,"MF,FW",21,2001,29.6,8,102,35,34.3,3.45,1.18,0.06,0.17,2,3,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Mauro Arambarri,URU,MF,27,1995,3.8,0,9,2,22.2,2.39,0.53,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Nabil Aberdin,FRA,DF,20,2002,2.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Nemanja Maksimović,SRB,MF,28,1995,36.3,4,34,15,44.1,0.94,0.41,0.12,0.27,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Omar Alderete,PAR,DF,26,1996,24.4,0,24,5,20.8,0.98,0.21,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Portu,ESP,"FW,MF",31,1992,1.1,0,1,1,100.0,0.93,0.93,0.0,0.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Santiago García,ESP,MF,21,2001,0.3,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Stefan Mitrović,SRB,DF,33,1990,7.8,1,1,1,100.0,0.13,0.13,1.0,1.0,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Yassin Tallal,ESP,MF,18,2005,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Yellu Santiago,ESP,MF,19,2004,7.3,1,5,2,40.0,0.69,0.27,0.2,0.5,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",25,1998,10.7,2,34,10,29.4,3.16,0.93,0.06,0.2,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Girona,Aleix García,ESP,MF,26,1997,35.5,3,39,12,30.8,1.1,0.34,0.08,0.25,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Girona,Antal Yaakobishvili,HUN,DF,19,2004,0.7,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Girona,Arnau Martinez,ESP,DF,20,2003,13.8,0,1,0,0.0,0.07,0.0,0.0,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Girona,Artem Dovbyk,UKR,FW,26,1997,28.7,24,85,46,54.1,2.96,1.6,0.2,0.37,7,8,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Girona,Bernardo Espinosa,COL,DF,34,1989,0.0,0,0,0,,0.0,0.0,,,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Girona,Cristhian Stuani,URU,FW,36,1986,8.9,9,34,17,50.0,3.81,1.9,0.26,0.53,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
ESP-La Liga,2324,Girona,Daley Blind,NED,DF,33,1990,33.0,1,17,6,35.3,0.51,0.18,0.06,0.17,0,0,ESP,2023-2024,shooting,fbref_soccerdata,2026-08-10 21:45:04
